l,b,observed,jd_start,jd_end,alt_start,az_start,alt_end,az_end
6.785133050194707494e+01, -7.504000022633499611e+01, 0
7.794319863704767215e+01, -7.221421644008206897e+01, 0
8.519901871579178021e+01, -6.901354136180428611e+01, 0
9.055454370096110495e+01, -6.558510810384333922e+01, 0
9.463933738864471934e+01, -6.201264525984262832e+01, 0
9.785553634677388857e+01, -5.834504604492333613e+01, 0
1.004612862373922013e+02, -5.461205759536987614e+01, 0
1.026262365156811853e+02, -5.083256438517407361e+01, 0
1.044651080496622910e+02, -4.701903831581170579e+01, 0
1.060577424843216079e+02, -4.318001416904709799e+01, 0
1.074612489246323861e+02, -3.932152092248700370e+01, 0
1.087175380332776200e+02, -3.544794109262337400e+01, 0
1.098581194519721862e+02, -3.156254508520558133e+01, 0
6.349959764746473212e+01, -8.045369349954786742e+01, 0
7.926828258112706749e+01, -7.775158794702720400e+01, 0
8.896829363760031129e+01, -7.448513443487890129e+01, 0
9.525326643332623178e+01, -7.094240167569927280e+01, 0
9.959642694404568886e+01, -6.725217658846618463e+01, 0
1.027705818097759050e+02, -6.347602443555651774e+01, 0
1.051988657908618308e+02, -5.964607917475719034e+01, 0
1.071269449197975092e+02, -5.578048569750142605e+01, 0
1.087055596863406208e+02, -5.189018354784331422e+01, 0
8.113816043665801203e+01, -8.323174454517024401e+01, 0
9.577960055826672203e+01, -7.983161617240334351e+01, 0
1.029082291474437483e+02, -7.611038671910758069e+01, 0
1.070335096186300916e+02, -7.226910640697902011e+01, 0
1.097188901158591818e+02, -6.837166698488030647e+01, 0
8.846983248482649742e+01, -8.863475671808927814e+01, 0
6.052156746005751842e+01, -3.232081688125279584e+01, 0
6.350818849541115441e+01, -3.543218421091874859e+01, 0
6.717517264310167491e+01, -3.282624863175699659e+01, 0
7.062916836566847678e+01, -3.011958905088699368e+01, 0
6.281625152728960160e+01, -4.105543131498794907e+01, 0
6.675953814167884559e+01, -3.844490868594870392e+01, 0
7.042128149203306009e+01, -3.571160406787761588e+01, 0
7.383572161697705383e+01, -3.287484226422192535e+01, 0
6.202339226694465424e+01, -4.668284433242428122e+01, 0
6.635752792033973435e+01, -4.408622810469498177e+01, 0
7.031714883553019035e+01, -4.133980070119260120e+01, 0
7.394933803096897407e+01, -3.846881501256348912e+01, 0
7.729849791917152402e+01, -3.549437603576457434e+01, 0
8.040510607205239069e+01, -3.243406965993613511e+01, 0
6.101348455622656530e+01, -5.229416604477182773e+01, 0
6.590169830101763182e+01, -4.973396039748624986e+01, 0
7.028345100379934252e+01, -4.698913408597112351e+01, 0
7.422602687692997847e+01, -4.409376838551912670e+01, 0
7.779307355872231255e+01, -4.107565431808101408e+01, 0
8.104187221304282218e+01, -3.795731074496166713e+01, 0
8.402257117519822316e+01, -3.475697604940599206e+01, 0
8.677844783771271864e+01, -3.148947698174094967e+01, 0
6.528998055579680226e+01, -5.537114860660197024e+01, 0
7.027573679384659044e+01, -5.264541164010471164e+01, 0
7.465807689798941738e+01, -4.973546687423930734e+01, 0
7.853283170075563646e+01, -4.667920106012721249e+01, 0
8.198510467354593345e+01, -4.350631525472301320e+01, 0
8.508759313453288087e+01, -4.024004144944677819e+01, 0
8.790119482115674998e+01, -3.689861519219942920e+01, 0
9.047651157460231275e+01, -3.349645490558762617e+01, 0
9.285555659656627370e+01, -3.004507477434050244e+01, 0
6.435122782776441852e+01, -6.097827662603076959e+01, 0
7.022649049651037956e+01, -5.829472802502414197e+01, 0
7.524122148892347184e+01, -5.538068026424200951e+01, 0
7.954850256203849312e+01, -5.229007946086019842e+01, 0
8.328232729481311480e+01, -4.906349689095279132e+01, 0
8.655366236522874601e+01, -4.573131247837397950e+01, 0
8.945207819874215716e+01, -4.231637003712480549e+01, 0
9.204917595007228215e+01, -3.883600440860996628e+01, 0
9.440216243920956174e+01, -3.530352940954710306e+01, 0
9.655697826119468630e+01, -3.172931305477615282e+01, 0
6.276472339708169557e+01, -6.652930871874229979e+01, 0
7.001852164689296387e+01, -6.392262376538610624e+01, 0
7.597563149310036579e+01, -6.101688778397852531e+01, 0
8.089978751931322165e+01, -5.789355663190104195e+01, 0
8.501824869795603945e+01, -5.461059932446898557e+01, 0
8.851141878085653047e+01, -5.120896422999675934e+01, 0
9.151784931862469818e+01, -4.771776253264295775e+01, 0
9.414290015360204222e+01, -4.415796790670274419e+01, 0
9.646684415523796474e+01, -4.054494374411362401e+01, 0
9.855134539971895435e+01, -3.689014759834005019e+01, 0
1.004443334157922578e+02, -3.320228337170033939e+01, 0
6.941643454359312670e+01, -6.951236170806009795e+01, 0
7.686867764880402376e+01, -6.663201892365007950e+01, 0
8.270268082684501110e+01, -6.347413339576927171e+01, 0
8.734550105824435207e+01, -6.012684258126806469e+01, 0
9.111552072666833624e+01, -5.664739971309292343e+01, 0
9.424032381524033042e+01, -5.307344136885185293e+01, 0
9.688148758169661789e+01, -4.943026062077446170e+01, 0
9.915469631361827396e+01, -4.573529146844808935e+01, 0
1.011440300346085763e+02, -4.200086244213569842e+01, 0
1.029116935152085546e+02, -3.823590978132989449e+01, 0
1.045045806470926522e+02, -3.444706510579430159e+01, 0
1.059587279292982629e+02, -3.063936192316480600e+01, 0